created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2026-05-09T19:01:14+00:00,59,459,0.71461,nan,nan,,,,,,
2026-05-09T19:22:51+00:00,60,455,0.72199,nan,nan,,,,,,
2026-05-09T19:44:26+00:00,61,454,0.72385,nan,nan,,,,,,
2026-05-09T20:06:02+00:00,62,447,0.73713,nan,nan,,,,,,
2026-05-09T20:27:39+00:00,63,445,0.74100,nan,nan,,,,,,
2026-05-09T20:49:16+00:00,64,439,0.75282,nan,nan,,,,,,
2026-05-09T21:10:53+00:00,65,439,0.75282,nan,nan,,,,,,
2026-05-09T21:32:30+00:00,66,435,0.76089,nan,nan,,,,,,
2026-05-09T22:15:54+00:00,67,430,0.77118,nan,nan,,,,,,
2026-05-09T22:34:17+00:00,68,467,0.70025,23.80000,91.30000,,,,,,
2026-05-09T22:55:53+00:00,69,455,0.72199,23.80000,91.40000,,,,,,
2026-05-09T23:17:29+00:00,70,470,0.69499,24.10000,91.60000,,,,,,
2026-05-09T23:39:05+00:00,71,475,0.68636,24.00000,91.50000,,,,,,
2026-05-10T00:00:41+00:00,72,478,0.68128,24.00000,91.60000,,,,,,
2026-05-10T00:22:17+00:00,73,479,0.67960,24.00000,91.70000,,,,,,
2026-05-10T00:43:54+00:00,74,476,0.68466,24.00000,91.80000,,,,,,
2026-05-10T01:05:29+00:00,75,473,0.68979,24.00000,91.90000,,,,,,
2026-05-10T01:27:06+00:00,76,471,0.69325,24.00000,92.00000,,,,,,
2026-05-10T01:48:43+00:00,77,463,0.70737,24.00000,92.10000,,,,,,
2026-05-10T02:10:19+00:00,78,459,0.71461,24.00000,92.30000,,,,,,
2026-05-10T02:31:55+00:00,79,456,0.72013,24.00000,92.30000,,,,,,
2026-05-10T02:53:31+00:00,80,453,0.72572,24.00000,92.40000,,,,,,
2026-05-10T03:15:07+00:00,81,455,0.72199,24.00000,92.50000,,,,,,
2026-05-10T03:36:43+00:00,82,461,0.71098,24.00000,92.60000,,,,,,
2026-05-10T03:58:20+00:00,83,459,0.71461,24.00000,92.60000,,,,,,
2026-05-10T04:19:56+00:00,84,457,0.71829,24.00000,92.70000,,,,,,
2026-05-10T04:41:32+00:00,85,457,0.71829,24.00000,92.80000,,,,,,
2026-05-10T05:03:09+00:00,86,456,0.72013,24.00000,92.90000,,,,,,
2026-05-10T05:24:45+00:00,87,457,0.71829,24.00000,92.90000,,,,,,
2026-05-10T05:46:21+00:00,88,457,0.71829,24.00000,93.00000,,,,,,
2026-05-10T06:07:57+00:00,89,456,0.72013,24.00000,93.10000,,,,,,
2026-05-10T06:29:33+00:00,90,447,0.73713,23.90000,93.10000,,,,,,
2026-05-10T06:51:10+00:00,91,457,0.71829,23.90000,93.20000,,,,,,
2026-05-10T07:12:47+00:00,92,456,0.72013,24.00000,93.20000,,,,,,
2026-05-10T07:34:23+00:00,93,461,0.71098,24.00000,93.30000,,,,,,
2026-05-10T07:56:00+00:00,94,468,0.69849,nan,nan,,,,,,
2026-05-10T08:17:36+00:00,95,471,0.69325,nan,nan,,,,,,
2026-05-10T08:39:13+00:00,96,471,0.69325,nan,nan,,,,,,
2026-05-10T09:00:49+00:00,97,477,0.68297,nan,nan,,,,,,
2026-05-10T09:22:25+00:00,98,469,0.69673,nan,nan,,,,,,
2026-05-10T09:44:02+00:00,99,477,0.68297,nan,nan,,,,,,
